bloco_id,text,option_a,option_b,option_c,option_d,correct_answer,difficulty,explanation
navegacao,Em qual das seguintes situações o piloto DEVE realizar a notificação de posição ao ATC?,Ao passar por qualquer ponto da rota,Ao passar por pontos de notificação compulsórios,Somente quando solicitado pelo ATC,"A cada 30 minutos, independentemente da posição",1,easy,"A notificação é obrigatória ao passar por pontos compulsórios, independente de solicitação do ATC."
navegacao,O que é altitude de pressão (pressure altitude)?,Altitude lida no altímetro com QNH ajustado,"Altitude indicada quando o altímetro está ajustado para 1013,25 hPa",Altitude acima do aeródromo com QFE,Altitude geométrica medida por laser,1,medium,"Altitude de pressão é a leitura do altímetro quando ajustado para 1013,25 hPa (pressão padrão ISA)."
navegacao,O que é altitude de densidade (density altitude)?,Altitude geométrica da aeronave,"Altitude de pressão corrigida pela temperatura, que afeta o desempenho da aeronave",Altitude lida com QNH,Altitude acima do nível do mar,1,medium,"Altitude de densidade é a altitude de pressão corrigida para temperatura. Alta temperatura ou altitude elevada aumentam a altitude de densidade, reduzindo o desempenho."
navegacao,O que significa a abreviação MSL em aviação?,Maximum Service Level,Mean Sea Level (Nível Médio do Mar),Minimum Safety Limit,Main Surveillance Level,1,easy,"MSL (Mean Sea Level) é o nível médio do mar, referência para medição de altitude."
navegacao,O que é AGL em aviação?,Above Ground Level (acima do nível do solo),Aeronautical Geographic Limit,Approach and Go-around Level,Air-Ground Liaison,0,easy,AGL (Above Ground Level) indica altura medida acima do nível do terreno diretamente abaixo.
navegacao,"Ao passar por cima de uma estação NDB em rota, o indicador ADF:",Mantém a agulha apontada para frente,Tem a agulha girando de forma errática e depois passa a apontar para trás (180°),A agulha trava em 090°,O equipamento desliga automaticamente,1,medium,"Ao sobrevoar o NDB, há inversão da agulha do ADF, que passa de 0° para 180°, com movimento errático na passagem."
navegacao,"A projeção cartográfica mais utilizada na navegação aérea, na qual os meridianos e paralelos se cruzam em ângulos retos e uma linha reta representa uma loxodrômia, é a projeção:",Cônica Conforme de Lambert,Mercator,Gnomônica,Estereográfica Polar,1,easy,"Na projeção de Mercator, os paralelos e meridianos formam ângulos de 90 graus. A principal característica é que qualquer reta traçada sobre ela é uma loxodrômia (linha de rumo constante)."
navegacao,O ângulo formado entre o Norte Verdadeiro e o Norte Magnético é denominado:,Desvio Bússola,Declinação Magnética,Rumo Magnético,Linha Isogônica,1,easy,A diferença angular entre o Norte Verdadeiro (Geográfico) e o Norte Magnético em um dado ponto da Terra é a Declinação Magnética (Duração ou Variação).
navegacao,As linhas traçadas nas cartas aeronáuticas que unem pontos de mesma declinação magnética são chamadas de:,Isotérmicas,Isogônicas,Agônicas,Loxodrômicas,1,easy,Linhas Isogônicas unem pontos com o mesmo valor de declinação magnética. A linha que une os pontos onde a declinação é zero chama-se linha Agônica.
navegacao,"Para converter um Rumo Verdadeiro (RV) em Rumo Magnético (RM), o piloto deve:",Somar a declinação magnética se for Este (E) e subtrair se for Oeste (W),Subtrair a declinação magnética se for Este (E) e somar se for Oeste (W),Sempre somar a declinação,Sempre subtrair a declinação,1,medium,"A regra fundamental é: RM = RV - DgE (subtrai declinação Este) ou RM = RV + DgW (soma declinação Oeste). Lembrete: ""Oeste entra (soma), Este sai (subtrai)""."
navegacao,"A bússola magnética da aeronave é afetada por campos magnéticos do próprio avião (equipamentos elétricos, motor, estrutura metálica). Este erro específico é conhecido como:",Declinação,Variação Magnética,Desvio de Bússola (Deviation),Precessão,2,medium,"O Desvio de Bússola (Deviation) é o erro causado pelo campo magnético da própria aeronave, afetando a bússola."
navegacao,O erro de inclinação (Dip Error) da bússola magnética é mais severo em quais regiões do globo?,No Equador,Nas baixas latitudes,Nos Polos (altas latitudes),Ao nível do mar,2,medium,"O campo magnético terrestre mergulha (inclina-se) em direção à Terra próximo aos polos magnéticos. Este mergulho puxa a agulha para baixo, causando o maior erro de inclinação magnética nessas regiões."
navegacao,"Devido ao erro de aceleração da bússola, se uma aeronave acelera em uma proa Leste (E) ou Oeste (W) no Hemisfério Sul, a bússola indicará uma falsa curva para o:",Norte,Sul,Leste,Oeste,1,hard,"A regra mnemônica no hemisfério Sul (ANDS: Accelerate North, Decelerate South não funciona no sul; no Sul inverte). No hemisfério Sul, ao acelerar em rumo E/W a bússola indica Sul; ao desacelerar indica Norte."
navegacao,A menor distância entre dois pontos na superfície da Terra é representada por uma linha denominada:,Loxodrômia,Ortodrômia (Círculo Máximo),Linha Isogônica,Meridiano Magnético,1,easy,Um círculo máximo (Ortodrômia) é o maior círculo que pode ser desenhado ao redor da Terra e a parte deste arco entre dois pontos é sempre a menor distância.
navegacao,"A latitude é a distância em graus, minutos e segundos, medida a partir do:","Meridiano de Greenwich, podendo variar de 0° a 180° E/W","Equador, podendo variar de 0° a 90° N/S","Polo Norte, podendo variar de 0° a 180° S","Linha do Equador, podendo variar de 0° a 180° N/S",1,easy,"A latitude tem o Equador como origem (0°) e é medida ao longo de um meridiano, de 0° até 90° em direção ao Norte (N) ou ao Sul (S)."
navegacao,Cada fuso horário teórico abrange uma faixa de longitude de:,10 graus,15 graus,20 graus,24 graus,1,easy,"A Terra gira 360 graus em 24 horas. Portanto, 360° / 24h = 15° por hora. Cada fuso horário corresponde a uma largura de 15 graus de longitude."
navegacao,"Se são 10:00 HLE (Hora Local) no Rio de Janeiro, sabendo que a cidade encontra-se no fuso P (+3, ou 45°W), qual será a hora UTC (ZULU)?",07:00Z,10:00Z,13:00Z,15:00Z,2,medium,"O Rio de Janeiro (45°W) tem fuso de +3 horas em relação ao Meridiano de Greenwich. Para achar a hora UTC (Z), somam-se 3 horas à hora local. 10:00 + 03:00 = 13:00Z."
navegacao,"No computador de voo, o lado da face de vento é utilizado para calcular principalmente:",Consumo de combustível e tempo em rota,"Velocidade verdadeira (VA) e velocidade no solo (VS), Rumo (RV) e Proa (PV)",Altitude densidade e conversões de unidades,Distância em milhas náuticas a partir de graus,1,medium,"A face do vento (disco de vento) resolve o triângulo de velocidades para encontrar a correção de deriva (WCA), velocidade de solo (VS/GS) e proa, dados o vento, a velocidade aerodinâmica e o rumo desejado."
navegacao,A Velocidade Indicada (VI/IAS) corrigida para os erros de instalação e posição do sistema de pitot-estático resulta na:,Velocidade Verdadeira (VA),Velocidade no Solo (VS),Velocidade Calibrada (VC/CAS),Velocidade Equivalente (VE),2,medium,Velocidade Calibrada (CAS - Calibrated Airspeed) é a velocidade indicada (IAS) corrigida para erros do instrumento e de posição da tomada estática/tubo de pitot.
navegacao,A velocidade com a qual a aeronave avança efetivamente em relação ao ar que a cerca (corrigida para temperatura e densidade) é a:,Velocidade Calibrada (VC),Velocidade no Solo (VS),Velocidade Equivalente (VE),Velocidade Verdadeira (VA / TAS),3,medium,Velocidade Verdadeira (TAS - True Airspeed) é a velocidade da aeronave relativa à massa de ar. É a IAS corrigida para densidade (altitude pressão e temperatura).
navegacao,"A velocidade real com que a aeronave se desloca em relação à superfície da Terra, resultante do efeito do vento sobre a Velocidade Verdadeira (VA), é a:",Velocidade no Solo (VS / GS),Velocidade Indicada (VI),Velocidade Absoluta (VAb),Velocidade Loxodrômica (VL),0,easy,Velocidade no Solo (Ground Speed - GS) é a velocidade de avanço da aeronave em relação ao solo. GS = TAS mais ou menos a componente de vento de cauda/proa.
navegacao,O ângulo formado entre o Eixo Longitudinal da aeronave (Proa) e a trajetória real que ela está descrevendo no solo (Rumo) denomina-se:,Ângulo de correção de deriva,Ângulo de caranguejo,Deriva,Inclinação,2,medium,A Deriva é o ângulo entre a proa que o avião aponta e a rota (rumo) real que ele desenha sobre o chão devido à ação do vento lateral.
navegacao,"Para neutralizar a deriva e manter o avião na rota traçada (Rumo desejado), o piloto deve aplicar uma correção de proa contra a direção do vento. Este ângulo calculado chama-se:",Declinação,Variação de bússola,Correção de Deriva (WCA),Inclinação lateral,2,medium,"A Correção de Deriva (Wind Correction Angle - WCA) é o ângulo que o piloto aplica à proa para voar ""caranguejando"" contra o vento, mantendo-se na linha de Rumo."
navegacao,"Qual é a finalidade principal do ""Ponto de Não Retorno"" (PNR) no planejamento de navegação?",O ponto na rota em que a altitude cruzeiro deve ser abandonada para descida,O limite geográfico onde o radar perde o contato com a aeronave,O ponto a partir do qual é mais rápido prosseguir ao destino do que retornar ao ponto de partida,A distância máxima que a aeronave pode voar rumo a um destino e ainda ter combustível suficiente para regressar ao ponto de partida,3,medium,Point of No Return (PNR) define o momento/distância em que a aeronave não tem mais combustível (considerando as reservas exigidas) para dar meia-volta e retornar à origem com segurança.
navegacao,"O ""Ponto Equitempo"" (PET) ou Point of Equal Time, indica:",O ponto em que a aeronave atinge a mesma velocidade de outro tráfego,O ponto da rota no qual o tempo necessário para prosseguir ao destino é igual ao tempo necessário para retornar ao ponto de partida,A hora local onde ocorre o equinócio,O momento de alterar o ajuste de altímetro,1,medium,"O PET divide a rota em dois segmentos de igual tempo, baseado nos ventos (geralmente com vento de proa na ida, o PET aproxima-se do destino)."
navegacao,"Em uma carta WAC (World Aeronautical Chart), a escala normalmente utilizada é:",1:500.000,1:1.000.000,1:250.000,1:2.000.000,1,easy,A Carta Aeronáutica Mundial (WAC) usa a escala de 1:1.000.000. Essa é a carta padrão mais comum para navegação VFR em rota.
navegacao,"Se você estiver medindo distâncias numa carta VFR (ex: WAC ou ERC), 1 Milha Náutica (1 NM) corresponde a:",Um minuto (1') de latitude,Um minuto (1') de longitude,"Um segundo (1"") de latitude",Um grau (1°) de longitude,0,medium,"Por definição, 1 Milha Náutica é igual ao comprimento do arco de 1 minuto (1') de latitude (ao longo de qualquer meridiano)."
navegacao,"Se uma aeronave viaja com uma velocidade no solo (GS) de 120 nós, qual distância ela percorrerá em 45 minutos?",80 NM,90 NM,120 NM,150 NM,1,easy,"120 nós significa 120 NM em 60 min (1 hora). Portanto, são 2 NM por minuto. Em 45 min, ela percorrerá 45 x 2 = 90 NM."
navegacao,"Se o consumo horário de combustível da aeronave é de 8 galões/hora, e o voo tem duração estimada de 3 horas e 30 minutos, quanto combustível será consumido na viagem?",24 galões,26 galões,28 galões,32 galões,2,easy,"Em 3 horas, o consumo é 3 x 8 = 24 galões. Em meia hora (30 min), o consumo é 4 galões. Total: 24 + 4 = 28 galões consumidos."
navegacao,A sigla UTC significa:,Universal Time Coordinated,Universal Time Clock,United Time Code,Universal Track Coordinates,0,easy,"UTC significa Universal Time Coordinated, que é o Tempo Universal Coordenado, usado como referência global."
navegacao,"Se a hora UTC é 15:00, qual a hora legal (HLE) no fuso -3 (ex: Brasília no horário normal)?",18:00,12:00,15:00,13:00,1,easy,"A hora no fuso -3 é UTC menos 3 horas. Portanto, 15:00 - 3h = 12:00."
navegacao,O meridiano de Greenwich é a referência para:,Latitude e longitude,Latitude,Fusos horários e longitude,Altitudes,2,easy,O meridiano de Greenwich é a referência para as medidas de longitude e de fusos horários.
navegacao,"A Terra gira 360° em 24 horas. Portanto, em 1 hora ela gira:",15°,10°,20°,30°,0,easy,360° / 24h = 15° por hora.
navegacao,Um fuso horário abrange uma faixa de quantos graus de longitude?,10°,15°,20°,30°,1,easy,Cada fuso horário corresponde a 15 graus de longitude (360°/24h).
navegacao,Ao cruzar a Linha Internacional de Data (LID) viajando para o Leste (do hemisfério oriental para o ocidental):,O relógio avança 24h,A data retrocede 1 dia,A data avança 1 dia,A hora muda em 12h,1,medium,"Ao viajar para Leste cruzando a LID, subtrai-se 1 dia (a data retrocede)."
navegacao,"O tempo de voo estimado entre duas cidades é 2h30. Se a partida for às 10:00 UTC, a chegada será às:",11:30 UTC,12:30 UTC,13:00 UTC,12:00 UTC,1,easy,10:00 + 2h30 = 12:30 UTC.
navegacao,A hora correspondente ao meridiano de 45° W é:,3 horas a menos que UTC,3 horas a mais que UTC,4 horas a menos que UTC,4 horas a mais que UTC,0,medium,"45° / 15° = 3. Sendo a Oeste (W), o fuso é -3 (3 horas a menos que UTC)."
navegacao,O Sol atinge o zênite local aproximadamente ao:,Meio-dia UTC,Meio-dia local verdadeiro,Por do sol,Nascer do sol,1,easy,O meio-dia local verdadeiro é o momento em que o Sol atinge seu ponto mais alto (zênite).
navegacao,O crepúsculo civil matutino inicia-se quando o centro do sol está a:,6° abaixo do horizonte,12° abaixo do horizonte,18° abaixo do horizonte,No horizonte,0,medium,O crepúsculo civil matutino inicia-se quando o Sol está 6° abaixo do horizonte.
navegacao,As latitudes são contadas a partir do Equador e variam de:,0° a 90° Norte e Sul,0° a 180° Norte e Sul,0° a 360°,0° a 90° Leste e Oeste,0,easy,As latitudes variam de 0° (Equador) a 90° (Polos) para o Norte e para o Sul.
navegacao,As longitudes são contadas a partir do Meridiano de Greenwich e variam de:,0° a 90° Leste e Oeste,0° a 180° Leste e Oeste,0° a 360°,0° a 90° Norte e Sul,1,easy,As longitudes variam de 0° (Greenwich) a 180° para Leste (E) e Oeste (W).
navegacao,Um minuto de latitude equivale a:,1 Quilômetro,1 Milha Náutica (NM),1 Milha Terrestre,1 Metro,1,easy,"Na navegação, 1 minuto de arco de meridiano terrestre (latitude) equivale a 1 Milha Náutica (NM)."
navegacao,A linha do Equador divide a Terra em dois hemisférios chamados:,Oriental e Ocidental,Norte e Sul,Leste e Oeste,Polares e Tropicais,1,easy,O Equador é o grande círculo que divide a Terra em hemisfério Norte e hemisfério Sul.
navegacao,A coordenada geográfica de latitude 23° 27' Sul corresponde ao:,Trópico de Câncer,Círculo Polar Ártico,Trópico de Capricórnio,Equador,2,medium,A latitude 23°27' S é o Trópico de Capricórnio.
navegacao,Linhas que unem pontos de mesma latitude são chamadas de:,Meridianos,Isogônicas,Paralelos,Isobaras,2,easy,Os paralelos são linhas circulares concêntricas ao Equador que unem pontos de mesma latitude.
navegacao,Linhas que unem pontos de mesma longitude são chamadas de:,Paralelos,Meridianos,Equador,Linhas de Rumo,1,easy,Os meridianos são semicírculos que ligam os polos e unem pontos de mesma longitude.
navegacao,Qual o antimeridiano do meridiano de Greenwich?,Meridiano de 90°,Meridiano de 180°,Meridiano de 45°,O Equador,1,easy,"O antimeridiano (lado oposto na esfera) do meridiano 0° é o meridiano de 180°, que serve de base para a Linha Internacional de Data."
navegacao,A distância entre dois paralelos de 1 grau de diferença é de aproximadamente:,30 NM,60 NM,90 NM,120 NM,1,medium,"1 grau tem 60 minutos. Como 1 minuto de latitude = 1 NM, a distância é 60 NM."
navegacao,A coordenada expressa como S 23°30' / W 046°30' refere-se a:,Uma latitude e uma longitude,Duas latitudes,Duas longitudes,Um rumo e uma distância,0,easy,S (Sul) indica latitude e W (Oeste) indica longitude.
navegacao,O Norte Verdadeiro (Geográfico) é determinado por:,Eixo de rotação da Terra,Campo magnético da Terra,Rede de paralelos,Bússola,0,easy,"O Norte Verdadeiro aponta para o Polo Norte Geográfico, eixo em torno do qual a Terra gira."
navegacao,A diferença angular entre o Norte Verdadeiro e o Norte Magnético é a:,Desvio da bússola,Inclinação magnética,Variação Magnética (Declinação),Deriva,2,easy,Variação ou Declinação Magnética é o ângulo entre o Norte Verdadeiro e o Norte Magnético.
navegacao,As linhas isogônicas em uma carta aeronáutica conectam pontos de:,Mesmo desvio de bússola,Mesma variação magnética,Mesma altitude,Mesma pressão atmosférica,1,easy,Linhas isogônicas unem pontos onde a variação magnética tem o mesmo valor.
navegacao,A linha que une os pontos onde a variação magnética é zero é chamada:,Linha Isogônica,Linha Agônica,Equador Magnético,Meridiano zero,1,easy,"A linha agônica é a linha isogônica de valor 0°, onde o Norte Magnético coincide com o Verdadeiro."
navegacao,O erro da bússola magnética causado por campos magnéticos locais na própria aeronave chama-se:,Declinação magnética,Inclinação magnética,Desvio da bússola (Deviation),Erro de paralaxe,2,easy,"O Desvio da bússola (Deviation) é causado por peças metálicas, motores e equipamentos elétricos do avião."
navegacao,A regra de conversão para rumos RM = RV + VMW indica que a variação para Oeste (W) deve ser:,Subtraída do rumo verdadeiro,Somada ao rumo verdadeiro,Ignorada,Dividida por dois,1,easy,"Variação Oeste (W) soma-se ao RV (Rumo Verdadeiro) para obter o RM (Rumo Magnético). ""West is Best""."
navegacao,"Se RV = 150° e a Variação Magnética é 15° W, o Rumo Magnético (RM) será:",165°,135°,150°,180°,0,medium,RM = RV + VMW. Logo RM = 150° + 15° = 165°.
navegacao,"Se RV = 090° e a Variação Magnética é 20° E, o Rumo Magnético (RM) será:",110°,070°,090°,050°,1,medium,Variação Leste (E) subtrai-se do RV. RM = 090° - 20° = 070°.
navegacao,"Para obter a Proa da Bússola (PB ou Compass Heading), aplica-se qual correção à Proa Magnética (PM)?",A variação magnética,O desvio da bússola,A correção de deriva (WCA),O erro de instalação do altímetro,1,easy,O Desvio da Bússola (Deviation) é aplicado à Proa Magnética para achar a Proa da Bússola (PB = PM ± Desvio).
navegacao,"Em uma curva prolongada rumo ao Norte ou ao Sul, a bússola magnética tende a apresentar qual tipo de erro devido à inclinação do campo magnético da Terra?",Erro de oscilação,Erro de velocidade,Erro de giro (turning error),Erro de paralaxe,2,medium,"O erro de giro (dip error / turning error) afeta a leitura da bússola durante curvas, principalmente ao cruzar os rumos N ou S."
navegacao,Qual o principal uso da Projeção Cilíndrica Conforme de Mercator?,Navegação visual a baixa altitude,Representar altas latitudes com precisão,Cartas para plotar rotas de loxodromia como linhas retas,Cartas de aproximação por instrumentos,2,medium,"Na projeção de Mercator, loxodromias (rumos constantes) são retas, o que facilita o traçado de rotas."
navegacao,A carta aeronáutica WAC (World Aeronautical Chart) utiliza qual escala?,1:500.000,1:250.000,1:1.000.000,1:2.000.000,2,easy,A carta WAC é desenhada na escala 1:1.000.000.
navegacao,"Na escala 1:1.000.000, 1 cm no mapa corresponde a quantos km na realidade?",1 km,10 km,100 km,5 km,1,medium,1 cm = 1.000.000 cm = 10.000 metros = 10 km.
navegacao,Qual projeção é mais comumente utilizada para as cartas WAC?,Mercator,Cônica Conforme de Lambert,Gnomônica,Estereográfica Polar,1,medium,"As cartas WAC costumam usar a projeção Cônica Conforme de Lambert, que apresenta pouca distorção em latitudes médias."
navegacao,"Na Projeção Gnomônica, como são representados os círculos máximos (ortodromias)?",Como curvas suaves,Como linhas retas,Como círculos perfeitos,Como espirais,1,hard,"Na projeção gnomônica, qualquer grande círculo (ortodromia, a distância mais curta) aparece como uma linha reta."
navegacao,Qual a vantagem da navegação por loxodromia?,É a distância mais curta,Mantém o mesmo rumo ao longo da rota,É mais rápida que a ortodromia,Garante separação de obstáculos,1,easy,"A loxodromia mantém o ângulo constante com os meridianos, permitindo que a aeronave voe em um rumo constante sem precisar alterar a proa."
navegacao,Ortodromia refere-se a:,A linha de rumo constante,A maior distância entre dois pontos,A menor distância entre dois pontos na superfície da esfera terrestre,A distância medida pelo radar,2,easy,"A ortodromia, ou círculo máximo, é a distância mais curta entre dois pontos na superfície de uma esfera."
navegacao,O Trópico de Câncer é considerado um:,Círculo máximo,Círculo menor,Meridiano principal,Antimeridiano,1,medium,"Somente o Equador é um círculo máximo entre os paralelos. Os demais, como os Trópicos, são círculos menores."
navegacao,Uma carta com escala de 1:500.000 comparada com uma de 1:1.000.000 é:,"De menor escala, com mais detalhes","De maior escala, com mais detalhes","De maior escala, com menos detalhes",Exatamente igual em área,1,medium,"Quanto menor o denominador, MAIOR a escala e maior o nível de detalhes (ex: 1:500.000 tem o dobro de detalhes lineares de 1:1.000.000)."
navegacao,"Em uma carta WAC, os relevos são frequentemente indicados por meio de:",Números apenas,Cores padronizadas (hpsometria) e curvas de nível,Símbolos meteorológicos,Marcadores vermelhos,1,easy,As cartas WAC utilizam curvas de nível e cores hpsométricas (gradientes de verde para marrom) para representar elevação de relevo.
navegacao,Velocidade de 60 kt equivale a qual valor em milhas náuticas por hora?,120 NM/h,30 NM/h,60 NM/h,90 NM/h,2,easy,Nó (kt) é a unidade de velocidade que equivale a 1 Milha Náutica por hora.
navegacao,"Se a distância a ser percorrida é 120 NM e a velocidade solo (GS) é de 80 kt, o tempo de voo será de:",1h00,1h15,1h30,1h45,2,medium,"T = D / V = 120 / 80 = 1,5 horas = 1h30min."
navegacao,Uma aeronave voou por 45 minutos a uma Ground Speed (GS) de 100 kt. Qual foi a distância percorrida?,45 NM,75 NM,100 NM,85 NM,1,medium,"Distância = V x T = 100 kt * (45/60) h = 100 * 0,75 = 75 NM."
navegacao,"Para percorrer 10 NM em 5 minutos, qual deve ser a Ground Speed (GS)?",100 kt,110 kt,120 kt,130 kt,2,medium,"T = 5 min = 1/12 hora. V = D / T = 10 / (1/12) = 120 kt. (Ou regra de três: se 10 NM em 5 min, em 60 min são 120 NM = 120 kt)."
navegacao,Aeronave com TAS 110 kt enfrenta vento de proa de 15 kt. Qual a Ground Speed (GS)?,125 kt,95 kt,110 kt,15 kt,1,easy,Vento de proa subtrai da TAS: GS = 110 - 15 = 95 kt.
navegacao,Deriva (Drift) é o ângulo formado entre:,Proa Verdadeira (Heading) e Rumo Verdadeiro (Track),Norte Verdadeiro e Norte Magnético,Velocidade IAS e TAS,Ângulo de ataque e a corda da asa,0,medium,"A deriva é o ângulo que o vento desloca a aeronave, correspondendo à diferença entre a proa que o avião aponta (heading) e a trajetória que faz no solo (track)."
navegacao,Correção de Deriva (WCA - Wind Correction Angle) é aplicada com qual objetivo?,Aumentar a velocidade TAS,Reduzir o consumo de combustível,Manter a aeronave sobre o rumo desejado (track) contrariando o vento,Corrigir a variação magnética,2,easy,O WCA é aplicado à proa para compensar o efeito do vento e manter a aeronave na trajetória desejada.
navegacao,Uma aeronave tem Rumo Verdadeiro de 090°. O vento vem de 360° (norte). O piloto deverá voar com uma proa:,090°,Maior que 090° (à direita),Menor que 090° (à esquerda),180°,2,medium,"O vento de norte empurra a aeronave para o sul (direita do rumo). Para corrigir, o piloto deve apontar a proa para o vento (esquerda do rumo), ou seja, proa menor que 090°."
navegacao,O que compõe os três lados do Triângulo de Velocidades?,"TAS, IAS e GS","Vento, TAS (e Proa) e GS (e Rumo)","Variação, Desvio e Deriva","Tempo, Velocidade e Distância",1,medium,"O triângulo de velocidades é formado pelos vetores Vento (direção/velocidade), Velocidade da Aeronave no Ar (Proa/TAS) e Velocidade no Solo (Rumo/GS)."
navegacao,Qual o principal instrumento utilizado pelo piloto para fazer os cálculos manuais do triângulo de velocidades e tempo/distância?,Transponder,Computador de Voo (E6B / CR3),Horizonte Artificial,Receptor VOR,1,easy,"O computador de voo (como o E6B ou CR3) é a régua de cálculo usada na aviação para cálculos de vento, velocidade, tempo e consumo."
navegacao,Altitude lida no altímetro com o ajuste QNH inserido na janela de Kollsman é a:,Altitude Pressão,Altitude Densidade,Altitude Indicada (Indicated Altitude),Altitude Absoluta,2,medium,Altitude Indicada é a leitura direta do altímetro quando ajustado ao QNH local.
navegacao,"Quando o altímetro é ajustado com 1013,2 hPa (QNE), ele indica:",Altura em relação ao solo,Altitude Verdadeira,Altitude de Pressão (Nível de Voo),Altitude de Densidade,2,medium,"O ajuste QNE (1013,2 hPa) faz com que o altímetro indique Níveis de Voo (Flight Levels), correspondentes à Altitude de Pressão."
navegacao,A Altitude de Densidade é a Altitude de Pressão corrigida para:,A umidade relativa,A velocidade do vento,Variações não-padrão de temperatura,Erros instrumentais,2,medium,Altitude de Densidade é a altitude de pressão corrigida pela diferença de temperatura em relação à atmosfera padrão (ISA).
navegacao,O que acontece com a Altitude de Densidade num dia muito quente?,"Ela diminui, melhorando a performance",Ela não se altera,"Ela aumenta, piorando a performance da aeronave",Ela se iguala à altitude pressão,2,medium,"Dias quentes deixam o ar menos denso. Isso aumenta a Altitude de Densidade, o que reduz a sustentação e a potência dos motores (piora a performance)."
navegacao,Qual dos valores define a pressão atmosférica padrão ao nível do mar (ISA)?,"1013,25 hPa e 15°C",1000 hPa e 20°C,1020 hPa e 10°C,"1013,25 hPa e 0°C",0,easy,"As condições padrão (ISA) ao nível do mar são 1013,25 hPa (ou 29,92 inHg) de pressão e temperatura de 15°C."
navegacao,A altitude geométrica real da aeronave acima do nível médio do mar (MSL) é denominada:,Altitude Verdadeira (True Altitude),Altitude Indicada,Altitude Pressão,Altura Absoluta,0,easy,"A Altitude Verdadeira (True Altitude) é a elevação física real acima do MSL, não apenas a lida pelo altímetro."
navegacao,A distância vertical medida a partir da superfície do terreno até a aeronave é a:,Altitude Verdadeira,Altitude Pressão,Altitude Absoluta (Altura - AGL),Altitude de Transição,2,easy,A altura AGL (Above Ground Level) ou Altitude Absoluta é a distância real em relação ao solo diretamente abaixo da aeronave.
navegacao,"Voando de uma área de alta pressão para uma de baixa pressão sem alterar o ajuste do altímetro, a aeronave estará:",Mais alta que a altitude indicada,Na exata altitude indicada,Mais baixa que a altitude indicada,Fora do alcance do radar,2,medium,"""De alta para baixa, cuidado por baixo"". A aeronave perderá altura real se não reajustar o altímetro."
navegacao,Como a temperatura cai em média com o aumento da altitude na atmosfera padrão?,1°C a cada 1000 pés,2°C a cada 1000 pés,3°C a cada 1000 pés,Não cai,1,medium,"O gradiente térmico padrão da ICAO é uma diminuição de 2°C (ou 1,98°C) a cada 1000 pés de altitude na troposfera."
navegacao,"Em dias em que a pressão e a temperatura estão rigorosamente de acordo com o modelo ISA, as altitudes indicada, pressão e verdadeira:",São todas iguais,Apenas indicada e pressão são iguais,São totalmente divergentes,Não podem ser medidas,0,medium,"Se a atmosfera for exata e rigorosamente padrão (ISA), as altitudes indicada (QNH), pressão e verdadeira são as mesmas."
navegacao,"No cálculo de autonomia, qual o tempo de reserva de combustível obrigatório para um voo VFR diurno, além do necessário para o destino?",30 minutos,45 minutos,60 minutos,20 minutos,1,medium,A reserva exigida pelas regras VFR no Brasil é de 45 minutos em voos diurnos e noturnos.
navegacao,Uma aeronave tem consumo de 40 L/h. Qual a quantidade necessária (incluindo 45 min de reserva) para um voo de 2 horas?,110 L,100 L,80 L,90 L,0,medium,"Voo: 2h * 40 L/h = 80 L. Reserva: 45 min = 0,75h * 40 = 30 L. Total = 80 + 30 = 110 Litros."
navegacao,A autonomia de uma aeronave que possui 150 galões úteis consumindo 20 galões por hora é:,5h30min,6h30min,7h30min,8h00,2,easy,"150 / 20 = 7,5 horas = 7 horas e 30 minutos."
navegacao,A proa mantida constante ao longo de uma viagem que considera a média do vento ao longo do percurso é resultado da navegação do tipo:,Navegação por contato,Navegação astronômica,Navegação estimada (Dead Reckoning),Navegação em área,2,medium,"A navegação estimada (DR) baseia-se em rumo, velocidade, tempo e efeitos calculados do vento para determinar a proa."
navegacao,"A navegação realizada primariamente por meio da observação de referências visuais no solo, como rios, cidades e estradas, chama-se:",Navegação por Instrumentos,Navegação Estimada,Navegação Astronômica,Navegação Visual ou por Contato (Pilotage),3,easy,A navegação por contato (pilotage) é a técnica de voar referenciando marcos visíveis no terreno com uma carta.
navegacao,NDB transmite sinais que podem ser recebidos a bordo por qual equipamento?,Receptor VOR,ADF (Automatic Direction Finder),DME,Transponder,1,easy,O ADF (Automatic Direction Finder) é o equipamento a bordo que sintoniza e aponta para a estação NDB.
navegacao,"No VOR, a informação de posição é obtida por meio de:",Linhas isobáricas,Medição de tempo do sinal,"Seleção e leitura de radiais, em graus magnéticos a partir da estação",Informação de altitude,2,medium,A navegação VOR se baseia na identificação de em qual radial (feixe de 360 radiais magnéticos partindo da estação) a aeronave se encontra.
navegacao,Um VOR operando normalmente emite também qual tipo de sinal para sua identificação?,Um feixe luminoso estroboscópico,Um sinal de rádio VHF com identificador em código Morse,Mensagem de voz contínua de tráfego,Um sinal GPS,1,easy,"As estações VOR transmitem seu identificador (geralmente de 3 letras) em código Morse, e em alguns casos podem transmitir voz (ATIS)."
navegacao,A distância lida em um equipamento DME é:,A distância exata ao longo do solo,A distância oblíqua (slant range) até a antena do solo,A distância ortodrômica,A distância loxodrômica,1,medium,"O DME mede a distância oblíqua (hipotenusa) entre a aeronave no ar e a estação no solo, o que causa um pequeno erro de leitura, mais notável ao sobrevoar a estação em grandes altitudes."
